No,Sheet,Item,Owner,Status
18,도로·교통,"도로법 시행규칙 별지 제11호서식: 공사 위치, 기간, 면적, 구조, 시공방법, 교통처리, 안전시설 계획을 신청 전 정리",TBD,open
19,도로·교통,"도로법 시행규칙 별지 제11호서식: 보행자 우회로, 차로 축소, 야간 설치·철거, 복구계획을 도면과 함께 준비",TBD,open
20,도로·교통,도로법 시행규칙 별지 제11호서식: 허가 조건을 스태프 브리핑과 일일 안전점검표에 반영,TBD,open
21,도로·교통,"도로법 시행규칙 별지 제12호서식: 착수일, 공사 구간, 시공자, 현장책임자, 비상연락처를 운영본부와 공유",TBD,open
22,도로·교통,"도로법 시행규칙 별지 제12호서식: 착수 전 교통안전시설, 보행자 우회 안내, 야간 경광등, 현장 울타리 설치 확인",TBD,open
23,도로·교통,도로법 시행규칙 별지 제12호서식: 관람객 운영 시간과 공사·철거 시간이 겹치면 통제구역과 스태프 배치 확정,TBD,open
24,도로·교통,도로법 시행규칙 별지 제12호서식: 착수 신고와 베뉴/지자체/경찰 협의 내역을 같은 증빙철에 보관,TBD,open
25,도로·교통,"도로법 시행규칙 별지 제13호서식: 철거 후 포장, 보도블록, 경계석, 배수, 표지, 차선 등 원상복구 상태 확인",TBD,open
26,도로·교통,"도로법 시행규칙 별지 제13호서식: 준공검사 전후 사진, 현장 책임자 확인, 도로관리청 보완 지시 이행 기록 보관",TBD,open
27,도로·교통,도로법 시행규칙 별지 제13호서식: 행사 종료 뒤 임시시설 잔재와 보행 장애물이 없는지 야간까지 재점검,TBD,open
28,도로·교통,도로법 시행규칙 별지 제13호서식: 복구 지연 시 교통안전시설과 보행자 안내를 유지,TBD,open
29,도로·교통,"도로법 시행규칙 별지 제33호서식: 도로 점용공사 대행 주체와 현장책임자, 보험, 하도급 관계를 확인",TBD,open
30,도로·교통,도로법 시행규칙 별지 제33호서식: 대행 통지 범위가 실제 설치·철거·복구 작업 범위와 일치하는지 확인,TBD,open
31,도로·교통,도로법 시행규칙 별지 제33호서식: 교통안전시설 설치·유지·철거 책임과 사고 발생 시 보고 책임을 계약서에 명시,TBD,open
32,도로·교통,도로법 시행규칙 별지 제33호서식: 대행 통지서와 허가 조건을 운영본부 문서철에 연결,TBD,open
33,도로·교통,"도로법 시행규칙 별지 제36호서식: 통행 제한 구간, 기간, 제한 대상, 우회도로, 사유, 문의처를 공고·현장안내·온라인 안내에 일치시킴",TBD,open
34,도로·교통,"도로법 시행규칙 별지 제36호서식: 경찰, 도로관리청, 지자체, 버스·택시·주차 운영자와 우회 동선과 통제 시간을 합의",TBD,open
35,도로·교통,도로법 시행규칙 별지 제36호서식: 공고 내용과 현장 표지·입간판·배너 문구가 다른지 개장 전 점검,TBD,open
36,도로·교통,도로법 시행규칙 별지 제36호서식: 비상차량 접근 동선과 대피동선은 통행 제한 계획에서 예외로 관리,TBD,open
37,도로·교통,"교통통제 도면에는 통제구간, 보행자 동선, 차량 우회동선, 비상차량 접근로, 하역/반입 동선, 셔틀·택시·버스 승하차 지점을 한 도면에 표시한다.",TBD,open
38,도로·교통,"보행자 대기열이 차도, 자전거도로, 소방차 진입로, 지하철 출입구, 횡단보도, 버스정류장을 침범하지 않도록 통제선을 설치한다.",TBD,open
39,도로·교통,"야간·우천 조건에서는 조명, 미끄럼, 시야차단, 우산 대기열, 노점/불법주정차 병목을 별도 점검한다.",TBD,open
40,도로·교통,"개장 전: 통제표지, 라바콘/펜스, 안내요원, 우회 안내판, 무전 채널, 경찰/지자체 연락선을 확인한다.",TBD,open
41,도로·교통,"운영 중: 대기열 길이, 횡단보도 대기, 셔틀·주차장 진입 대기, 응급차 접근 지연, 우회동선 이탈을 30분 간격으로 보고한다.",TBD,open
42,도로·교통,"피크/폐장: 퇴장 분산 방송, 역·버스정류장·주차장 대기열 분리, 승하차장 혼잡 완화, 보행자 역류 방지 기준을 실행한다.",TBD,open
43,도로·교통,"종료 후: 도로·보도·시설물 원상복구, 통제물 철거, 노면 오염·파손 사진, 민원·사고 기록을 증빙철에 보관한다.",TBD,open
44,도로·교통,"현수막, 배너, 안내판, 지주형 표시물, 전광류/전기 사용 광고물은 관할 옥외광고 담당부서와 베뉴 설치 승인을 확인한다.",TBD,open
45,도로·교통,"안내표지는 피난유도등, 소화전, 비상구, 교통표지, 신호등, CCTV, 점자블록을 가리지 않게 설치한다.",TBD,open
46,도로·교통,도로점용허가증 또는 협의 회신,TBD,open
47,도로·교통,교통소통대책/통제 도면,TBD,open
48,도로·교통,통행금지·차량 운행 제한 공고 또는 안내 캡처,TBD,open
49,도로·교통,경찰·도로관리청·지자체 협의 메모,TBD,open
50,도로·교통,현장 설치 전/후 사진과 원상복구 확인 사진,TBD,open
